	-0.011130	0.009812	-0.002966	0.005502	-0.013716	-0.030018	-0.013259	-0.015618
	0.011782	-0.003885	0.001701	0.001958	-0.012844	-0.032291	-0.016936	-0.016140
	0.033675	-0.015286	0.013030	0.004291	-0.008278	-0.023368	-0.019285	-0.012582
	0.052461	-0.021859	0.027064	0.013498	0.000232	-0.006069	-0.019358	-0.004582
	0.066557	-0.022352	0.038211	0.027868	0.012008	0.014110	-0.016423	0.006973
	0.075048	-0.017106	0.041099	0.043463	0.025527	0.030798	-0.010156	0.020009
	0.077765	-0.007915	0.032470	0.055386	0.038699	0.038825	-0.000821	0.031714
	0.075245	0.002533	0.012470	0.059410	0.049294	0.035879	0.010643	0.039251
	0.068574	0.011435	-0.015104	0.053434	0.055406	0.023223	0.022671	0.040530
	0.059135	0.016648	-0.043757	0.038273	0.055856	0.005219	0.033294	0.034788
	0.048299	0.017215	-0.066174	0.017493	0.050425	-0.012179	0.040510	0.022814
	0.037136	0.013496	-0.076462	-0.003661	0.039883	-0.023460	0.042723	0.006739
	0.026213	0.006895	-0.072030	-0.019904	0.025796	-0.025438	0.039142	-0.010543
	0.015573	-0.000708	-0.054495	-0.027569	0.010192	-0.018344	0.030035	-0.026127
	0.004885	-0.007607	-0.029283	-0.025741	-0.004858	-0.005739	0.016744	-0.037792
	-0.006226	-0.012764	-0.004009	-0.016487	-0.017618	0.006736	0.001451	-0.044424
	-0.017790	-0.015999	0.013886	-0.004101	-0.026950	0.013377	-0.013263	-0.046050
	-0.029160	-0.017819	0.019509	0.006384	-0.032412	0.010520	-0.024951	-0.043505
	-0.038890	-0.018975	0.012143	0.010907	-0.034199	-0.001980	-0.031805	-0.037884
	-0.044912	-0.019939	-0.004401	0.007750	-0.032947	-0.020424	-0.032993	-0.030004
	-0.045022	-0.020521	-0.022862	-0.001902	-0.029490	-0.038264	-0.028751	-0.020102
	-0.037579	-0.019795	-0.034727	-0.014398	-0.024632	-0.048127	-0.020240	-0.007885
	-0.022226	-0.016386	-0.032899	-0.024894	-0.018997	-0.044256	-0.009190	0.007052
	-0.000389	-0.009039	-0.014018	-0.029050	-0.012984	-0.024560	0.002519	0.024625
	0.024653	0.002745	0.020282	-0.024557	-0.006828	0.008380	0.013248	0.043720
	0.048244	0.018244	0.063573	-0.011986	-0.000705	0.047744	0.021855	0.061969
	0.065324	0.035426	0.106257	0.005329	0.005152	0.084244	0.027759	0.076035
	0.071701	0.051320	0.138132	0.022340	0.010387	0.108715	0.030843	0.082376
	0.065268	0.062761	0.151153	0.033909	0.014549	0.114767	0.031254	0.078339
	0.046822	0.067299	0.141293	0.036468	0.017191	0.100663	0.029195	0.063212
	0.020168	0.063969	0.110987	0.029151	0.018026	0.069852	0.024804	0.038887
	-0.008594	0.053663	0.065622	0.014041	0.017071	0.029992	0.018151	0.009816
	-0.032489	0.038947	0.014768	-0.004562	0.014731	-0.009252	0.009356	-0.017830
	-0.045459	0.023351	-0.031790	-0.021580	0.011769	-0.038969	-0.001228	-0.037652
