	-0.017011	-0.035684	0.016837	0.027947	-0.010509	0.004186	0.014337	0.012184
	-0.027560	-0.024260	0.026180	0.021159	-0.014172	0.006935	-0.001549	0.001290
	-0.033144	-0.008918	0.030255	0.016552	-0.014247	0.010366	-0.015524	-0.008306
	-0.032456	0.005654	0.028120	0.013631	-0.009761	0.012207	-0.023041	-0.014722
	-0.025698	0.014985	0.020121	0.011324	-0.000828	0.010701	-0.021634	-0.017449
	-0.014443	0.016211	0.007819	0.008485	0.011268	0.005185	-0.011663	-0.017317
	-0.001116	0.008948	-0.006353	0.004388	0.024314	-0.003696	0.003835	-0.015970
	0.011728	-0.004621	-0.019615	-0.000944	0.035680	-0.014160	0.020122	-0.015063
	0.022114	-0.020442	-0.029416	-0.006711	0.042977	-0.023804	0.032224	-0.015472
	0.029114	-0.033845	-0.033954	-0.011596	0.044661	-0.030279	0.036422	-0.016837
	0.032937	-0.040934	-0.032499	-0.014255	0.040430	-0.031944	0.031307	-0.017590
	0.034649	-0.039693	-0.025489	-0.013853	0.031292	-0.028296	0.018098	-0.015496
	0.035618	-0.030470	-0.014363	-0.010468	0.019290	-0.020087	0.000171	-0.008519
	0.036926	-0.015753	-0.001203	-0.005210	0.006964	-0.009113	-0.018012	0.004288
	0.038936	0.000668	0.011727	0.000002	-0.003298	0.002246	-0.032208	0.022197
	0.041190	0.014829	0.022440	0.002962	-0.009840	0.011595	-0.039526	0.042744
	0.042652	0.023674	0.029573	0.001837	-0.012088	0.017049	-0.039060	0.062250
	0.042210	0.025747	0.032555	-0.004229	-0.010600	0.017579	-0.031886	0.076780
	0.039224	0.021361	0.031578	-0.014767	-0.006815	0.013143	-0.020493	0.083246
	0.033903	0.012252	0.027410	-0.028017	-0.002592	0.004568	-0.007887	0.080295
	0.027341	0.000901	0.021099	-0.041330	0.000304	-0.006719	0.003296	0.068700
	0.021185	-0.010214	0.013672	-0.051855	0.000631	-0.019047	0.011408	0.051120
	0.017019	-0.019198	0.005912	-0.057289	-0.002088	-0.030838	0.015969	0.031310
	0.015701	-0.025007	-0.001750	-0.056484	-0.007570	-0.040849	0.017418	0.013038
	0.016893	-0.027389	-0.009196	-0.049734	-0.014959	-0.048284	0.016609	-0.000946
	0.019000	-0.026624	-0.016471	-0.038650	-0.023110	-0.052784	0.014283	-0.009559
	0.019570	-0.023196	-0.023578	-0.025686	-0.030868	-0.054315	0.010725	-0.013473
