	0.208221	0.835352	0.042671	0.858780	-0.254655	-1.058941	-0.527000	-0.135497	-0.154201	-0.271017	0.349747	-1.059688	-0.689392	-0.061999	-0.089447	0.087058	1.288543	0.604259	0.790621
	-0.157611	0.769383	0.562061	-0.049948	-0.404325	0.150336	-0.341368	0.210038	0.048508	0.456249	-0.505764	-0.123823	-0.272631	-0.092020	0.345209	-0.002005	-0.293709	0.061647	0.829445
	0.340855	-0.000546	1.553560	0.479057	-0.096700	0.190376	0.223814	0.198551	0.049546	0.717939	-0.960219	0.967531	0.089225	0.178181	0.253268	0.567717	-1.454035	0.050695	-0.484855
	-0.501162	-0.219601	1.189995	0.581894	-0.274987	0.416690	-0.097336	0.279138	0.222880	0.445524	-0.968983	0.374926	0.409466	0.140173	0.096746	-0.008768	-1.843445	-0.573012	-0.363981
	-0.833581	-0.473188	0.979296	0.832640	-0.176899	0.110443	-0.309216	0.293624	-0.046669	-0.025369	-1.182674	-0.085856	0.246729	0.058813	0.242468	0.716213	-1.597225	-0.417433	-0.337474
	-0.059011	-0.047813	1.093939	0.466412	-0.107633	0.311947	-0.121800	0.592445	0.188751	0.757202	-1.175697	0.610473	0.339620	0.453320	0.441462	1.412173	-1.381633	0.068727	-0.021558
	-0.116014	-0.061394	0.851722	0.955388	0.574909	1.145602	0.956466	0.435813	0.317894	0.829936	-0.610319	0.045980	-0.028129	0.257073	0.000006	1.334948	-1.447620	0.478940	0.447039
	0.006774	-0.056298	0.820583	-0.029327	-0.041772	0.382912	1.403238	0.669022	0.507447	1.222205	-0.261308	0.670186	0.911704	0.570498	0.170204	0.759743	-0.785306	-0.490607	1.008842
	0.170694	0.110674	0.847622	0.594413	0.304432	0.387783	0.796934	0.105885	0.299452	0.851053	-0.153056	0.661472	0.374153	0.349177	0.253469	-0.248245	-0.538756	0.112354	0.821327
	0.352071	0.615690	1.409518	0.290891	1.026891	0.470661	1.352679	0.403603	0.504598	0.833351	0.662505	-0.058299	0.953977	0.377289	-0.454100	0.005985	-0.965550	1.042022	0.458397
	0.293158	0.532269	1.430901	0.935211	-0.280094	0.580713	0.577391	0.201378	0.037779	-0.270205	0.004335	0.408916	0.544174	-0.209883	0.348951	0.279417	-0.590035	0.098981	-0.095411
	-0.849338	-0.079619	0.717811	0.291154	-0.379452	-0.107698	0.491958	-0.102952	-0.373787	-0.195623	0.075371	-0.056562	1.016481	0.476271	-0.130934	0.131932	-0.522331	-0.653466	-0.788832
	-0.394143	-0.699857	-0.300798	0.017074	-0.238622	0.044440	0.037499	0.303189	-0.108514	-0.748979	0.156661	-0.095780	0.326099	0.243550	-0.249018	0.498523	-1.011481	-0.629556	-0.510670
	0.527414	-0.491693	-0.046698	-0.271218	0.768740	-0.268620	0.302216	0.077122	0.370203	0.165705	-0.575644	0.592101	-0.557123	0.122779	0.665214	1.105322	-1.259037	0.245558	0.452638
	0.350842	0.243063	-0.040450	-0.355938	0.217872	0.133345	1.209534	0.191655	0.699814	-0.219962	-1.131916	0.087626	0.263415	0.172574	0.589446	0.654472	-0.432378	0.917379	1.167620
	0.657221	0.294721	0.294029	-0.586619	0.115208	-0.158169	1.295534	0.548568	0.660778	0.657533	-0.072048	0.278063	0.413823	0.459772	0.261176	0.706663	-0.237600	0.486247	1.944717
	1.340534	0.588484	0.051430	-0.244298	0.641843	0.496526	0.215940	1.133846	1.097969	0.366584	0.731242	0.101547	1.072531	0.230400	0.044653	1.144659	1.101825	0.968977	1.946690
	1.031128	0.619202	0.654991	-0.194988	1.232436	0.611857	0.274566	0.630268	0.935834	0.900481	1.183517	0.578895	0.342761	0.396701	0.156136	0.849965	0.877821	0.882226	1.591389
	0.555974	0.605343	1.119140	0.832718	0.369845	0.318518	0.216627	-0.504510	0.238160	-0.446902	0.752346	0.060559	0.558355	0.235890	-0.006198	0.184904	0.197866	0.251985	-0.146407
	0.044781	-0.047777	0.888977	0.415688	-0.129044	0.128769	-1.097904	0.186923	0.140147	-0.260120	1.469050	-0.295790	0.154173	0.219662	-0.161543	0.221844	1.387358	-0.753045	-0.853851
	-0.199355	-0.019379	0.568888	0.625589	0.370620	0.429143	-0.404204	-0.233576	-0.193163	0.154529	1.157525	0.365794	-0.445525	0.265098	0.298959	0.563940	0.967703	-0.436420	-1.286625
	-0.028970	-0.157735	-0.234645	0.484808	0.237069	0.214209	0.530393	-0.453670	-0.045549	-1.095537	0.367641	0.542891	0.105637	0.761347	-0.130951	0.488436	0.980962	-0.261155	0.084707
	0.440512	-0.134529	-0.343098	-0.391118	-0.273095	-0.203348	-0.116286	-0.459776	-0.346821	-1.123989	0.269191	-0.037645	0.337053	-0.338360	0.201150	0.608623	2.224011	-0.363423	1.045604
	0.091258	0.226898	-0.220204	-0.258741	-0.172017	0.131453	1.009255	-0.369018	-0.315975	-0.749547	0.671054	0.626134	0.007660	0.588234	0.519273	0.974736	1.695443	0.619190	0.026486
	0.499626	0.538224	-0.237289	-0.035359	0.110413	0.806504	0.701697	0.155861	-0.154261	0.734719	0.727460	-0.087417	0.247054	0.259954	1.213353	0.461344	1.419070	0.308318	-0.656708
	-0.242347	0.260569	-0.229481	0.921676	0.388892	0.452145	-0.103970	0.081945	0.042246	0.444389	0.045553	0.546241	0.552840	0.417252	0.335414	-0.558636	0.941720	0.020398	-1.276719
	0.193786	0.567945	-0.201410	-0.030995	0.361058	-0.001110	-0.831025	0.202864	0.483181	0.235028	0.625731	0.116905	0.343129	-0.137330	0.605467	-0.456970	1.234290	-0.308733	-0.860797
	0.036660	0.005905	-0.627207	-0.218721	0.830830	0.149067	-0.468846	0.485817	0.318297	0.691956	0.614933	-0.046193	-0.248293	-0.126787	-0.039430	-0.715663	-0.395280	-0.308465	-1.233733
	-0.366128	-0.151624	-0.851032	-0.075908	0.317998	0.186844	-0.158966	0.394647	0.092940	0.197016	0.644564	-0.034100	0.019475	0.032361	0.426835	-0.982282	0.411739	0.090869	0.521972
	0.087807	-0.082726	-0.897839	-0.180488	0.432236	0.391149	-0.682996	-0.127545	0.122148	-0.043598	-0.431061	-0.279106	-0.188559	-0.377858	-0.354534	-1.392912	0.798512	-0.513247	0.284810
	-0.455046	-0.180800	-0.919236	-0.476545	-0.229648	-0.296544	-1.449152	-0.085089	-0.398889	-1.193964	-1.074004	-1.355383	-0.302305	-0.712314	-0.311405	-1.256563	0.959021	0.441936	0.282520
	-0.312719	0.546346	-0.024523	-0.498101	-0.106950	-0.266008	-1.178279	-0.084296	-0.353909	-0.005040	-0.382601	-1.575239	-0.956904	-0.759398	-0.594628	-1.219691	0.650391	0.631810	-0.035733
	-0.084204	-0.302163	-0.390900	-0.433469	0.025176	-0.458332	-0.986664	-0.217558	-0.704593	-0.582391	-0.238808	-1.093705	-1.223908	-0.207577	-0.828860	-1.121638	0.286771	-0.006610	-0.222464
	0.580717	0.118695	-0.763701	-0.659289	0.066605	0.147085	-0.798796	-0.656455	-0.931463	-0.661672	-0.702338	-0.831490	-1.494342	-0.518873	-0.692495	-0.796257	0.731088	-0.382526	-0.748381
	0.384004	0.683656	-0.902690	-0.101869	0.085079	-0.540624	-0.385162	-0.596281	-0.688265	-0.546456	-0.087823	-0.877503	-0.992523	0.269279	0.212996	-0.829143	1.067066	0.099368	-0.247938
	-0.026565	0.457353	-1.518507	-0.919366	0.167193	-0.405573	-0.121850	-0.633267	-0.011510	0.686177	0.512416	-0.665756	-0.842341	0.046533	-0.598470	-0.513405	0.153738	0.312146	-0.685407
	-0.076019	-0.804868	-2.308924	-1.285089	-0.415692	-0.825037	0.362988	-0.161981	-0.156240	0.940412	0.848065	-0.433804	-1.081756	0.108612	0.052154	-1.534088	0.935740	-0.079006	-0.136387
	-1.116561	-1.040129	-2.271599	-1.647691	-0.941395	-1.623777	-0.189158	-0.694563	-0.346595	-0.239609	0.861348	-0.034191	-0.121694	-0.473022	-0.414041	-1.165312	0.246670	-0.089714	0.102953
	-0.956613	-0.930441	-2.392710	-1.163295	-0.954097	-1.465027	-0.090473	-0.946784	-0.744439	-0.551146	0.488350	-0.576644	-0.707657	-0.737173	-0.685334	-1.418373	-0.211616	0.338043	-0.389978
	-0.883259	-1.037171	-2.360054	-0.863220	-0.970113	-1.358585	-0.262522	-1.076613	-0.438215	-1.569058	0.516253	-0.209958	-0.324350	-0.607971	-1.032883	-2.417881	0.511735	-0.337612	-0.369612
	-0.454704	-0.728580	-1.800013	-0.907060	-0.265964	-1.205957	-0.750986	-0.792106	-0.058874	-1.721451	-0.053710	-0.427059	-0.587094	-1.030003	-0.848011	-1.983531	1.016466	-0.800027	-1.114660
	-0.393949	-0.101495	-1.988365	-0.177581	-0.647787	-0.757726	-0.654666	-0.360168	-0.547082	-1.019622	0.876869	0.137556	-1.149407	-0.934501	-1.126308	-1.672323	0.242541	-1.172860	-1.504559
	0.256625	-0.556970	-1.182954	-0.002525	-0.387267	-0.421436	-0.455024	-0.343032	-0.403150	-1.470699	-0.207162	-0.360673	-1.064376	-0.752727	-1.253672	-1.391943	0.179615	-1.344585	-2.166312
	-0.195014	-0.563973	-0.966888	-0.451127	-0.159022	-0.279792	-0.590209	-0.964805	-0.564566	-0.717749	0.564869	-0.793518	-0.923970	-0.518407	-1.090635	-0.901393	0.372105	-1.858357	-2.107380
