	-0.033757	0.033305	0.010747	-0.016072	0.028570	-0.004778	-0.000757	0.011193
	-0.030307	0.036453	-0.000249	-0.029626	0.028833	-0.025297	0.019312	0.004138
	-0.021967	0.031505	-0.009969	-0.038494	0.027396	-0.038947	0.036285	-0.003884
	-0.012293	0.021192	-0.014999	-0.039256	0.024618	-0.041002	0.048111	-0.011395
	-0.004806	0.009546	-0.013008	-0.030166	0.020820	-0.029608	0.053449	-0.017123
	-0.001882	0.000585	-0.003283	-0.011656	0.016410	-0.006270	0.051878	-0.020257
	-0.004052	-0.002895	0.013162	0.013672	0.011978	0.024552	0.044028	-0.020545
	-0.009929	-0.000042	0.033894	0.041556	0.008310	0.056578	0.031572	-0.018224
	-0.016774	0.007976	0.055626	0.066962	0.006263	0.083261	0.017027	-0.013844
	-0.021493	0.018529	0.074872	0.085144	0.006517	0.099340	0.003365	-0.008086
	-0.021737	0.028464	0.088534	0.092641	0.009300	0.101984	-0.006553	-0.001634
	-0.016718	0.035113	0.094328	0.087999	0.014165	0.091291	-0.010587	0.004872
	-0.007479	0.037032	0.091031	0.072059	0.019969	0.070057	-0.007846	0.010811
	0.003462	0.034277	0.078583	0.047770	0.025069	0.042937	0.001024	0.015539
	0.012966	0.028183	0.058073	0.019564	0.027741	0.015251	0.013906	0.018411
	0.018332	0.020783	0.031645	-0.007568	0.026697	-0.008238	0.027652	0.018867
	0.018192	0.014100	0.002304	-0.029090	0.021548	-0.024290	0.038801	0.016601
	0.012934	0.009557	-0.026405	-0.041829	0.013034	-0.031695	0.044412	0.011725
	0.004529	0.007688	-0.050854	-0.044551	0.002934	-0.031251	0.042779	0.004871
	-0.004181	0.008186	-0.067911	-0.038114	-0.006375	-0.025281	0.033837	-0.002871
	-0.010476	0.010215	-0.075527	-0.025142	-0.012590	-0.016857	0.019160	-0.010163
	-0.012683	0.012819	-0.073202	-0.009319	-0.014187	-0.008939	0.001523	-0.015754
	-0.010710	0.015248	-0.062185	0.005533	-0.010939	-0.003639	-0.015797	-0.018831
	-0.006010	0.017106	-0.045279	0.016348	-0.004052	-0.001782	-0.029802	-0.019248
	-0.000985	0.018266	-0.026272	0.021489	0.004136	-0.002829	-0.038409	-0.017551
	0.001949	0.018674	-0.009091	0.020997	0.010845	-0.005165	-0.040772	-0.014762
	0.001307	0.018134	0.003121	0.016396	0.013711	-0.006651	-0.037231	-0.011979
	-0.002848	0.016227	0.008727	0.010111	0.011551	-0.005292	-0.028979	-0.009941
	-0.008844	0.012407	0.007930	0.004666	0.004773	0.000142	-0.017571	-0.008725
	-0.013926	0.006266	0.002590	0.001925	-0.004711	0.009706	-0.004493	-0.007697
	-0.015203	-0.002167	-0.004406	0.002578	-0.014078	0.022186	0.009085	-0.005776
	-0.010693	-0.012218	-0.010057	0.006018	-0.020504	0.035335	0.022310	-0.001938
	-0.000110	-0.022569	-0.012147	0.010649	-0.022107	0.046407	0.034450	0.004234
	0.014879	-0.031520	-0.009867	0.014486	-0.018607	0.052834	0.044662	0.012141
	0.031038	-0.037435	-0.003965	0.015859	-0.011466	0.052882	0.051845	0.020121
	0.044469	-0.039233	0.003600	0.013974	-0.003449	0.046113	0.054739	0.025814
	0.051754	-0.036746	0.010376	0.009151	0.002292	0.033528	0.052234	0.026873
	0.050990	-0.030806	0.014253	0.002661	0.003299	0.017327	0.043831	0.021819
	0.042363	-0.023013	0.014139	-0.003777	-0.001293	0.000376	0.030047	0.010715
	0.028109	-0.015253	0.010256	-0.008647	-0.010362	-0.014513	0.012584	-0.004569
	0.011860	-0.009126	0.003968	-0.011205	-0.021056	-0.025264	-0.005867	-0.020687
	-0.002400	-0.005485	-0.002772	-0.011762	-0.029670	-0.031006	-0.022191	-0.033679
	-0.011442	-0.004254	-0.008149	-0.011558	-0.032859	-0.032199	-0.033646	-0.040144
	-0.013638	-0.004575	-0.011122	-0.012277	-0.028807	-0.030386	-0.038650	-0.038357
	-0.009284	-0.005238	-0.011737	-0.015363	-0.017953	-0.027654	-0.037281	-0.028954
	-0.000349	-0.005220	-0.011018	-0.021395	-0.003012	-0.025972	-0.031317	-0.014911
	0.010244	-0.004130	-0.010487	-0.029747	0.011757	-0.026608	-0.023736	-0.000779
	0.019555	-0.002377	-0.011494	-0.038683	0.021838	-0.029797	-0.017822	0.008655
	0.025463	-0.000995	-0.014621	-0.045873	0.023889	-0.034757	-0.016140	0.009868
	0.027171	-0.001181	-0.019383	-0.049174	0.016880	-0.040021	-0.019711	0.001794
	0.025229	-0.003729	-0.024342	-0.047398	0.002536	-0.043969	-0.027660	-0.013693
	0.021124	-0.008573	-0.027599	-0.040803	-0.015076	-0.045372	-0.037481	-0.032208
	0.016601	-0.014653	-0.027493	-0.031102	-0.030717	-0.043768	-0.045836	-0.048102
	0.012967	-0.020163	-0.023244	-0.020963	-0.039559	-0.039546	-0.049641	-0.056179
	0.010601	-0.023147	-0.015302	-0.013141	-0.038691	-0.033726	-0.047099	-0.053341
	0.008833	-0.022212	-0.005270	-0.009522	-0.028051	-0.027527	-0.038317	-0.039651
	0.006215	-0.017124	0.004587	-0.010410	-0.010509	-0.021880	-0.025320	-0.018436
	0.001067	-0.009032	0.012080	-0.014311	0.008991	-0.017086	-0.011437	0.004630
	-0.007874	-0.000210	0.015817	-0.018320	0.024927	-0.012723	-0.000273	0.023216
	-0.020913	0.006637	0.015660	-0.019020	0.032917	-0.007869	0.005409	0.032281
	-0.037134	0.009279	0.012738	-0.013622	0.031078	-0.001538	0.004521	0.029686
	-0.054483	0.006788	0.009012	-0.000976	0.020631	0.006811	-0.002072	0.016947
	-0.070175	-0.000022	0.006540	0.017867	0.005519	0.016894	-0.011886	-0.001123
	-0.081304	-0.008718	0.006704	0.039760	-0.008826	0.027498	-0.021666	-0.017804
	-0.085505	-0.015945	0.009670	0.060207	-0.017197	0.036714	-0.028417	-0.026473
	-0.081500	-0.018472	0.014292	0.074561	-0.016265	0.042450	-0.030290	-0.022635
	-0.069410	-0.014276	0.018496	0.079313	-0.005649	0.043074	-0.027027	-0.005345
	-0.050779	-0.003305	0.020038	0.073074	0.011934	0.037972	-0.019842	0.022402
	-0.028300	0.012373	0.017366	0.056984	0.031496	0.027830	-0.010818	0.054441
	-0.005323	0.029082	0.010294	0.034406	0.047312	0.014554	-0.002072	0.083133
	0.014783	0.042591	0.000233	0.010024	0.054702	0.000813	0.004997	0.101359
	0.029268	0.049368	-0.010116	-0.011392	0.051476	-0.010644	0.010102	0.104249
	0.036539	0.047661	-0.017531	-0.026176	0.038623	-0.017709	0.013974	0.093193
	0.036488	0.038025	-0.019278	-0.032589	0.020000	-0.019452	0.017850	0.068909
	0.030518	0.023154	-0.014024	-0.031050	0.001152	-0.016318	0.022760	0.038119
	0.021253	0.007041	-0.002375	-0.023765	-0.012395	-0.009939	0.028922	0.007807
	0.011949	-0.006250	0.013154	-0.013913	-0.016811	-0.002622	0.035497	-0.015863
	0.005718	-0.013819	0.028749	-0.004650	-0.011121	0.003329	0.040824	-0.029104
	0.004728	-0.014764	0.040290	0.001739	0.002527	0.006241	0.043048	-0.031276
	0.009576	-0.010367	0.044476	0.004325	0.019537	0.005486	0.040917	-0.024705
	0.019034	-0.003564	0.039719	0.003552	0.034259	0.001565	0.034420	-0.013679
	0.030264	0.002098	0.026580	0.000845	0.041694	-0.004131	0.025002	-0.002989
	0.039523	0.003690	0.007625	-0.002022	0.038948	-0.009792	0.015242	0.003509
	0.043189	-0.000108	-0.013243	-0.003567	0.026055	-0.013732	0.008068	0.003899
	0.038871	-0.008552	-0.031763	-0.003046	0.005904	-0.014844	0.005792	-0.001494
	0.026268	-0.019085	-0.044335	-0.000593	-0.016652	-0.012843	0.009284	-0.010514
	0.007493	-0.028170	-0.048807	0.002944	-0.036227	-0.008246	0.017627	-0.020080
	-0.013285	-0.032452	-0.044839	0.006378	-0.048417	-0.002129	0.028367	-0.027264
	-0.030857	-0.029852	-0.033806	0.008621	-0.050975	0.004251	0.038302	-0.030172
	-0.040391	-0.020253	-0.018313	0.009034	-0.044303	0.009840	0.044542	-0.028378
